"genus","species","imageURL","uploaded","license"
"Geranium","richardsonii","https://static.inaturalist.org/photos/1120174/small.JPG?1410995768","Kenneth Bader","Creative Commons Attribution-NonCommercial License"
"Geranium","viscosissimum","https://static.inaturalist.org/photos/3572999/small.jpg?1462383475","Courtney Moulton","Creative Commons Attribution-NonCommercial License"
"Glyceria","canadensis","https://static.inaturalist.org/photos/9891948/small.jpeg?1503257279","Colin Chapman","Creative Commons Attribution-NonCommercial License"
"Gleditsia","triacanthos","https://static.inaturalist.org/photos/473443/small.jpg?1377552871","Brian-Sean Early","Creative Commons Attribution-NonCommercial License"
"Hamamelis","virginiana","https://static.inaturalist.org/photos/236752/small.jpg?1358389583","charlie","Creative Commons Attribution License"
"Hedysarum","boreale","https://static.inaturalist.org/photos/8570635/small.jpg?1498084131","Chris","Creative Commons Attribution-NonCommercial License"
"Heuchera","cylindrica","https://static.inaturalist.org/photos/16377021/small.jpg?1524802822","Alex Wright","Creative Commons Attribution-NonCommercial License"
"Heracleum","maximum","https://static.inaturalist.org/photos/104371/small.jpg","kueda","Creative Commons Attribution License"
"Helianthus","nuttallii","https://static.inaturalist.org/photos/58768673/small.jpeg?1577733905","jengaia","Creative Commons Attribution-NonCommercial License"
"Heterotheca","villosa","https://static.inaturalist.org/photos/3733997/small.jpg?1463760175","megswan","Creative Commons Attribution-NonCommercial License"
"Hibiscus","laevis","https://static.inaturalist.org/photos/2169485/small.jpg?1444749778","Andrew Cannizzaro","Creative Commons Attribution License"
"Hierochloe","odorata","https://static.inaturalist.org/photos/33811253/small.jpg?1554040542","Donna Pomeroy","Creative Commons Attribution-NonCommercial License"
"Holodiscus","dumosus","https://static.inaturalist.org/photos/20003434/small.jpg?1529457782","CK Kelly","Creative Commons Attribution License"
"Hydrophyllum","capitatum","https://static.inaturalist.org/photos/3440474/small.jpeg?1461246344","nelsloni","Creative Commons Attribution-NonCommercial License"
"Ilex","verticillata","https://static.inaturalist.org/photos/519624/small.jpg?1380548045","Charlie Hohn","Creative Commons Attribution License"
"Ilex","vomitoria","https://static.inaturalist.org/photos/509429/small.jpg?1380067335","Richard Heilbrun","Creative Commons Attribution-NonCommercial License"
"Jamesia","americana","https://static.inaturalist.org/photos/10495501/small.jpg?1505580162","Christian Schwarz","Creative Commons Attribution-NonCommercial License"
"Juncus","articulatus","https://static.inaturalist.org/photos/5796394/small.jpeg?1481555776","Leanne Wallis","Creative Commons Attribution-NonCommercial License"
"Juncus","canadensis","https://static.inaturalist.org/photos/21992395/small.jpg?1532582747","Dwayne Estes","Creative Commons Attribution-NonCommercial License"
"Juncus","confusus","https://static.inaturalist.org/photos/11838513/small.png?1510720432","jessciarcia","Creative Commons Attribution-NonCommercial License"
"Juncus","drummondii","https://static.inaturalist.org/photos/50195877/small.jpg?1567477035","John D Reynolds","Creative Commons Attribution-NonCommercial License"
"Juncus","effusus","https://static.inaturalist.org/photos/539244/small.JPG?1381716978","ctracey","Creative Commons Attribution-NonCommercial-ShareAlike License"
"Juniperus","horizontalis","https://static.inaturalist.org/photos/4043466/small.jpg?1466274954","Liana May","Creative Commons Attribution-NonCommercial License"
"Juncus","marginatus","https://static.inaturalist.org/photos/4205056/small.jpg?1467903759","taharms48","Creative Commons Attribution-NonCommercial License"
"Juncus","mertensianus","https://static.inaturalist.org/photos/52670400/small.jpg?1569684015","John Brew","Creative Commons Attribution License"
"Juncus","nevadensis","https://static.inaturalist.org/photos/12531370/small.jpeg?1514164269","James Bailey","Creative Commons Attribution-NonCommercial License"
"Juglans","nigra","https://static.inaturalist.org/photos/461587/small.JPG?1376844810","an237008","Creative Commons Attribution-NonCommercial License"
"Juniperus","occidentalis","https://static.inaturalist.org/photos/8358759/small.jpg?1497153157","Ben Phalan","Creative Commons Attribution License"
"Juncus","tenuis","https://static.inaturalist.org/photos/2170616/small.jpg?1437623420","benconnorbarrie","Creative Commons Attribution-NonCommercial License"
"Juncus","triglumis","https://static.inaturalist.org/photos/83321292/small.jpg?1594248447","Paul Norwood","Creative Commons Attribution-NonCommercial License"
"Kalmia","microphylla","https://static.inaturalist.org/photos/2016120/small.JPG?1434596854","Rusty","Creative Commons Attribution License"
"Lavatera","assurgentiflora","https://static.inaturalist.org/photos/6057185/small.jpg?1484705793","emshaph","Creative Commons Attribution-NonCommercial License"
"Larrea","tridentata","https://static.inaturalist.org/photos/280312/small.jpg?1444710011","Don Loarie","Creative Commons Attribution License"
"Leucaena","retusa","https://static.inaturalist.org/photos/11940633/small.jpg?1511222609","Chuck Sexton","Creative Commons Attribution-NonCommercial License"
"Not found","Not found","Not found","Not found","Not found"
"Linum","lewisii","https://static.inaturalist.org/photos/664605/small.jpg?1391649328","Richard Reynolds","Creative Commons Attribution-NonCommercial License"
"Liatris","pycnostachya","https://static.inaturalist.org/photos/2115081/small.jpg?1436596097","Corey Lange","Creative Commons Attribution-NonCommercial License"
"Lomatium","triternatum","https://static.inaturalist.org/photos/3573263/small.jpeg?1462385864","mooraar2","Creative Commons Attribution-NonCommercial License"
"Lonicera","utahensis","https://static.inaturalist.org/photos/18584801/small.jpeg?1527297549","mhays","Creative Commons Attribution-NonCommercial License"
"Lupinus","argenteus","https://static.inaturalist.org/photos/6261840/small.jpg?1486909259","Adrian Stewart","Creative Commons Attribution-NonCommercial License"
"Malus","ioensis","https://static.inaturalist.org/photos/86431404/small.jpg?1595712624","treeguy1234","Creative Commons Attribution-NonCommercial License"
"Mahonia","repens","https://static.inaturalist.org/photos/1081686/small.jpg?1444324545","Katja Schulz","Creative Commons Attribution License"
"Magnolia","virginiana","https://static.inaturalist.org/photos/3136140/small.JPG?1457735837","Cassi Saari","Creative Commons Attribution-NonCommercial License"
"Melica","imperfecta","https://static.inaturalist.org/photos/8000468/small.jpeg?1495646534","Zack Abbey","Creative Commons Attribution-NonCommercial License"
"Menodora","scabra","https://static.inaturalist.org/photos/7975437/small.jpg?1495519650","Steve Jones","Creative Commons Attribution-NonCommercial License"
"Mimulus","guttatus","https://static.inaturalist.org/photos/45742/small.jpg","rademacherdan","Creative Commons Attribution License"
"Morella","californica","https://static.inaturalist.org/photos/748765/small.JPG?1396053706","Lew Stringer","Creative Commons Attribution-NonCommercial License"
"Morella","pensylvanica","https://static.inaturalist.org/photos/2408438/small.jpg?1544630520","alicia penney","Creative Commons Attribution-NonCommercial License"
"Morus","rubra","https://static.inaturalist.org/photos/1364136/small.JPG?1416600848","jenniferwilcox","Creative Commons Attribution-NonCommercial License"
"Muhlenbergia","mexicana","https://static.inaturalist.org/photos/55729618/small.jpeg?1572997500","Quinten Wiegersma","Creative Commons Attribution License"
"Muhlenbergia","porteri","https://static.inaturalist.org/photos/27268575/small.jpg?1540591711","ssprague","Creative Commons Attribution-NonCommercial License"
"Muhlenbergia","richardsonis","https://static.inaturalist.org/photos/46751888/small.jpeg?1564606180","Janel Johnson","Creative Commons Attribution-NonCommercial License"
"Myrica","gale","https://static.inaturalist.org/photos/2146952/small.jpg?1437182080","Susan Elliott","Creative Commons Attribution-NonCommercial License"
"Nassella","cernua","https://static.inaturalist.org/photos/68581608/small.jpg?1587771172","jrebman","Creative Commons Attribution-NonCommercial License"
"Nassella","pulchra","https://static.inaturalist.org/photos/1108714/small.JPG?1410585090","Frederic Leist","Creative Commons Attribution-NonCommercial License"
"Nolina","microcarpa","https://static.inaturalist.org/photos/5935441/small.jpg?1483373759","annagypsy","Creative Commons Attribution-NonCommercial-ShareAlike License"
"Oenothera","elata","https://static.inaturalist.org/photos/326401/small.jpg?1368316985","papiliogal","Creative Commons Attribution-NonCommercial License"
"Opuntia","polyacantha","https://static.inaturalist.org/photos/380494/small.jpg?1371826496","corbscheng","Creative Commons Attribution-NonCommercial License"
"Paspalum","plicatulum","https://static.inaturalist.org/photos/4916991/small.jpeg?1474135903","Andy Newman","Creative Commons Attribution-NonCommercial License"
"Parthenocissus","quinquefolia","https://static.inaturalist.org/photos/135577/small.jpg?1444522680","Scott Loarie","Creative Commons CC0 Universal Public Domain Dedication"
"Penstemon","digitalis","https://static.inaturalist.org/photos/805669/small.jpg?1398274949","Jason Whittle","Creative Commons Attribution-NonCommercial-NoDerivs License"
"Penstemon","glaber","https://static.inaturalist.org/photos/85142678/small.jpeg?1595109937","Austin R. Kelly","Creative Commons Attribution License"
"Phleum","alpinum","https://static.inaturalist.org/photos/8746213/small.jpeg?1498846373","kilasiak","Creative Commons Attribution-NonCommercial License"
"Phlox","glaberrima","https://static.inaturalist.org/photos/5647768/small.jpeg?1480473376","Pat Deacon","Creative Commons Attribution-NonCommercial License"
"Philadelphus","microphyllus","https://static.inaturalist.org/photos/22818046/small.jpg?1533779753","Paul G. Johnson","Creative Commons Attribution-NonCommercial-ShareAlike License"
"Picea","engelmannii","https://static.inaturalist.org/photos/4256202/small.jpeg?1468450825","elise_pt","Creative Commons Attribution-NonCommercial License"
"Pinus","jeffreyi","https://static.inaturalist.org/photos/691552/small.JPG?1393365517","Marisa Rafter","Creative Commons Attribution-NonCommercial License"
"Picea","pungens","https://static.inaturalist.org/photos/6131990/small.jpg?1485535376","David Andreas Tønnessen","Creative Commons Attribution-NonCommercial License"
"Pinus","sabiniana","https://static.inaturalist.org/photos/394866/small.jpg?1372727671","kueda","Creative Commons Attribution License"
"Pleuraphis","mutica","https://static.inaturalist.org/photos/32331253/small.jpg?1551712296","desertmax","Creative Commons Attribution-NonCommercial License"
"Populus","deltoides","https://static.inaturalist.org/photos/254299/small.jpg?1444661719","Kyle Jones","Creative Commons Attribution-NonCommercial License"
"Populus","tremuloides","https://static.inaturalist.org/photos/136632/small.jpg","charlie","Creative Commons Attribution License"
"Prunus","maritima","https://static.inaturalist.org/photos/7550885/small.jpg?1493601757","Jason Hafstad","Creative Commons Attribution-NonCommercial License"
"Prunus","serotina","https://static.inaturalist.org/photos/107093/small.jpg","jwhittle","Creative Commons Attribution-NonCommercial-NoDerivs License"
"Prunus","virginiana","https://static.inaturalist.org/photos/339048/small.JPG?1369133960","kylejones","Creative Commons Attribution-NonCommercial License"
"Pseudoroegneria","spicata","https://static.inaturalist.org/photos/45761997/small.jpg?1563814813","Casey Weissburg","Creative Commons Attribution-NonCommercial License"
"Puccinellia","nuttalliana","https://static.inaturalist.org/photos/85761279/small.jpg?1595387100","Viktoria Wagner","Creative Commons Attribution-NonCommercial License"
"Purshia","tridentata","https://static.inaturalist.org/photos/936777/small.JPG?1403204124","paloma","Creative Commons CC0 Universal Public Domain Dedication"
"Quercus","gambelii","https://static.inaturalist.org/photos/1038584/small.jpg?1407546495","Charlie Hohn","Creative Commons Attribution License"
"Quercus","lobata","https://static.inaturalist.org/photos/184976/small.jpg?1349670215","kueda","Creative Commons Attribution License"
"Ratibida","columnifera","https://static.inaturalist.org/photos/477457/small.jpg?1377802667","Daniel Carpenter","Creative Commons Attribution-ShareAlike License"
"Ratibida","pinnata","https://static.inaturalist.org/photos/710234/small.jpg?1444474285","Aaron Carlson","Creative Commons Attribution-ShareAlike License"
"Rhododendron","canescens","https://static.inaturalist.org/photos/5242471/small.jpeg?1476660158","Matthew Herron","Creative Commons Attribution-NonCommercial License"
"Rhus","microphylla","https://static.inaturalist.org/photos/3304497/small.jpg?1459971377","Michael D. Warriner","Creative Commons CC0 Universal Public Domain Dedication"
